"","plot","block","x","y","TOTAL_cm","AHOR_cm","REDOX_cm","coverTotal","monoSp","GSM","LOI","fWAS","pH","EC","monoTreeName","type","plot.ID","cc.total","cc.planted","cc.weed","phyD","trtD","PD_as_designed","PD_planted","PD_SES_planted","MNTD_planted","MNTD_SES_planted","MPD_planted","MPD_SES_planted","PD_observed","PD_SES_observed","MNTD_abundance.weighted_observed","MNTD_SES_abundance.weighted_observed","MNTD_observed","MNTD_SES_observed","MPD_abundance.weighted_observed","MPD_SES_abundance.weighted_observed","MPD_observed","MPD_SES_observed","Change_in_MNTD","Change_in_MNTD_SES","Change_in_MNTD_abundance.weighted","Change_in_MNTD_SES_abundance.weighted","Change_in_MPD","Change_in_MPD_SES","Change_in_MPD_abundance.weighted","Change_in_MPD_SES_abundance.weighted","Change_in_PD","Change_in_PD_SES","SR_planted","SR_observed","Change_in_SR","MNTD_ratio","Abundance_weighted_MNTD_ratio","MPD_ratio","Abundance_weighted_MPD_ratio","PD_ratio","SR_ratio","MNTD_SES_ratio","Abundance_weighted_MNTD_SES_ratio","MPD_SES_ratio","Abundance_weighted_MPD_SES_ratio","PD_SES_ratio","CE","SE","NE","biomass.monocultures","biomass.monocultures.noGL","biomass.tmts","biomass.tmts.noGL","phy.div","trait.div","ndvi","biomass.all","Plot.category","pNDVIvalues","pGNDVIvalues","pGDVI2values","pREDvalues","pGREvalues","pNIRvalues","pREGvalues","ndvipercent.1","gndvipercent.1","gdvi2percent.1","ndvipercent.25","gndvipercent.25","gdvi2percent.25","ndviavg.1","gndviavg.1","gdvi2avg.1","TMT.use","gr","ndvicover","gndvicover","gdvi2cover","coverTotal.mono","coverTotal.tmts","ndvi.min","gndvi.min","ndvi.threshold","gndvi.threshold","gdvi2.min","gdvi2.threshold","ndvi.threshold.var","gndvi.threshold.var","gdvi2.threshold.var","ndvi.threshold.noflowers","gndvi.threshold.noflowers","gdvi2.threshold.noflowers"
"11",11,"",1,11,40.67,17.67,15,NA,NA,0.273614231244139,7.8453738049779,60.7154218084683,6.00206994145211,85.0012479293002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562024268131784,0.561503007672014,0.832173084750557,2908.35819765334,2989.24409870698,11092.9391549041,7317.44397209171,1,1,1,0.999924462741247,1,1,0.562024268131784,0.561503007672014,0.832173084750557,0,1.02781153336577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,"A",1,12,42.33,42.33,NA,97,"HELHEL",0.271542159279905,7.36018315220277,65.1440258066969,6.16064594378021,74.9595908451113,"Heliopsis_helianthoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125.375,1087.125,NA,NA,NA,NA,0.409077279691441,1125.375,"Monoculture",0.670462732851172,0.624152936452086,0.902464224139411,3760.44378357263,4299.62073873122,18260.5280282825,12002.2969196595,0.999868493727151,1,0.99997369874543,0.995791799268825,0.999658083690592,0.999789589963441,0.670543134042183,0.624152936452086,0.902486798321257,0,1.14338120344039,0.650348850865637,0.605428348358523,0.875390297415229,97,NA,0.345560771226883,0.427190005779266,NA,NA,0.61739684343338,NA,0.682044747711812,0.631467866747279,0.913615039117036,NA,NA,NA
"13",13,"",1,13,41.67,11.33,NA,NA,NA,0.279993449858612,7.82783904147078,71.8414566797212,6.31428095377266,75.2717827134122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645964420119384,0.615551913856604,0.902873785155635,2650.21618323804,2958.1475735772,12628.3043857203,8068.28915098438,1,1,1,1,1,1,0.645964420119384,0.615551913856604,0.902873785155635,0,1.1161910459557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,"A",1,14,41.33,41,31.5,55,NA,0.299115598420391,8.91324652323389,78.9056988082684,6.484569429165,95.5394205726841,NA,"Seed","HL.246518.rep1",55,25,35,"H","L",1594.24542371,1217.56612371,1.80443029020904,165.476479810909,1.80989098393702,274.981090638182,0.619051398763249,986.77277123,0.900631880410034,104.583606607812,-0.415225568135998,152.274262273333,0.775961637896749,150.440418750423,-1.21725356784978,277.503496106667,0.590384970300384,-13.2022175375758,-1.03392934604027,-60.8928732030966,-2.22511655207302,2.52240546848486,-0.028666428462865,-124.540671887759,-1.83630496661303,-230.79335248,-0.903798409799004,11,9,-2,0.920216954381299,0.63201493485552,1.00917301427029,0.547093687065092,0.810446966299655,0.818181818181818,0.428733909823018,-0.229420209184514,0.95369297521961,-1.96632068077324,0.499122568101923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743385105955784,0.652683476157798,0.953089427511135,2184.07354560845,3201.61742683691,15440.1675382976,10246.1639833597,1,1,1,0.999842717835797,0.999874174268638,1,0.743385105955784,0.652683476157798,0.953089427511135,0,1.46589268171598,0.408861808275681,0.358975911886789,0.524199185131124,NA,NA,0.751172333955765,0.652362793684006,NA,NA,0.960418853163719,NA,0.786701328307561,0.688982994571154,0.971499476967892,NA,NA,NA
"15",15,"A",1,15,42.33,42.33,36,75,NA,0.329112836651661,9.24031743409468,80.6925591938111,6.57219183008053,92.512699391282,NA,"Plug","HH.1372866.rep1",75,NA,NA,"H","H",1509.10679414,1270.412017592,1.65461359239766,143.050031598667,1.23097441110663,300.562694962303,1.52006218159401,1246.730818222,1.91782745731921,147.539594225398,0.886788503818601,172.334228585818,2.00129114242915,255.218150369196,1.21716611716252,302.558253131273,1.54064973415672,29.2841969871515,0.770316731322523,4.48956262673138,-0.344185907288029,1.99555816896969,0.0205875525627019,-45.344544593107,-0.302896064431491,-23.6811993700001,0.26321386492155,12,11,-1,1.20471297111845,1.03138456228606,1.00663940735965,0.849134488899914,0.981359433756864,0.916666666666667,1.62577802135628,0.720395562911328,1.0135438884093,0.800734425144464,1.15907875175867,0.465400793572121,0.0130173161031408,0.478418109675262,NA,NA,324.6,316.6,"H","H",0.422513578171153,324.6,"Treatment",0.669597741243438,0.629611863073133,0.910981033904982,2346.877985635,2785.90908835794,12747.6513736624,8251.8421811696,1,1,1,0.999939311181915,1,1,0.669597741243438,0.629611863073133,0.910981033904982,0,1.1870702718293,0.502198305932579,0.47220889730485,0.683235775428736,NA,75,0.606235891580582,0.582707434892654,NA,NA,0.886619627475739,NA,0.72066923099817,0.663101437003467,0.945242356831519,NA,NA,NA
"16",16,"A",1,16,40.67,40.67,34,45,"SILINT",0.351787934259121,9.13798452702432,78.6201036197708,6.62203614971871,88.813097785397,"Silphium_integrifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.25,691.875,NA,NA,NA,NA,0.405330755932801,722.25,"Monoculture",0.64129257700248,0.625485367444353,0.887426657896407,2222.62640367075,2482.04181250438,11552.303433558,7348.43809631166,0.999870951090463,0.999903213317847,0.999935475545232,0.999677377726158,0.999741902180927,0.999838688863079,0.64137213363105,0.625542624876659,0.887488059413474,0,1.11671570552982,0.288581659651116,0.281468415349959,0.399341996053383,45,NA,0.688688799738884,0.645694211125374,NA,NA,0.934263616800308,NA,0.761890288060977,0.704938517875408,0.962808795912169,NA,NA,NA
"17",17,"A",1,17,40.33,37.67,36.5,25,"JUNINT",0.350029055386414,9.00760264982854,75.049867072929,6.70870990034477,113.310297294646,"Juncus_interior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.625,180.375,NA,NA,NA,NA,0.356283464832809,185.625,"Monoculture",0.604375662022511,0.596575963401458,0.86743876667515,2595.39637128944,2733.96936457345,11198.8195258717,7501.94528318588,1,1,1,0.999165061014772,1,1,0.604375662022511,0.596575963401458,0.86743876667515,0,1.05339184211588,0.151093915505628,0.149143990850365,0.216859691668787,25,NA,0.698113664984703,0.650299355387688,NA,NA,0.938726887106895,NA,0.7405832973136,0.683962267526236,0.955836733121021,NA,NA,NA
"18",18,"A",1,18,40.67,40.67,38,45,"RUEHUM",0.340386135363731,9.05010632825281,73.1863814561986,6.74832512438432,125.751418194861,"Ruellia_humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.5,34.5,NA,NA,NA,NA,0.248953175849468,100.5,"Monoculture",0.524241954293475,0.551341051334395,0.801561252117431,2662.86461141204,2503.06700565567,9020.09314588607,6007.10892416859,1,1,1,0.998622499180059,1,1,0.524241954293475,0.551341051334395,0.801561252117431,0,0.939990337822082,0.235908879432064,0.248103473100478,0.360702563452844,45,NA,0.551595723628998,0.564110690355301,NA,NA,0.845838508009911,NA,0.640324487412309,0.624081539609031,0.904706995216666,NA,NA,NA
"19",19,"B",2,1,41.67,26.67,27.33,0,"HELSTR",0.229146548924017,6.66584197498124,76.7246946498655,7.065196647366,104.302852180729,"Helianthus_strumosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,-0.108897480271012,0,"Monoculture",0.335314887659185,0.426764202710673,0.587678344267903,4338.71438833793,3492.06827020936,8766.34735698034,6422.01873887165,0.999806145197247,1,1,0.944422902933954,0.999935381732416,0.998869253384163,0.335361790770927,0.426764202710673,0.587678344267903,0,0.80486244487439,0,0,0,0,NA,0.818384885787964,0.755029201507568,NA,NA,0.980246186256409,NA,NA,NA,NA,NA,NA,NA
"20",20,"B",2,2,35.67,25.5,35,97,"CXBLAN",0.233471189661796,6.83730127846352,79.0857239457985,7.01725006741348,115.552174306677,"Carex_blanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.625,316.125,NA,NA,NA,NA,0.38878996915862,329.625,"Monoculture",0.693159823201895,0.605735558920074,0.928172924751783,2189.76631889069,3071.37677545873,12794.8521249024,9200.97755442742,1,1,1,0.999916532190752,0.99938790273218,1,0.693159823201895,0.605735558920074,0.928172924751783,0,1.40260481173838,0.672365028505838,0.587563492152472,0.90032773700923,97,NA,0.46898282200098,0.451279461979866,NA,NA,0.768859022259712,NA,0.701588660472608,0.611995864085629,0.93483580448909,NA,NA,NA
"21",21,"B",2,3,40,25.67,15,97,"HIEODO",0.244976093887664,6.8362561766953,77.4811284549535,6.85997945587243,115.819055862696,"Hierochloe_odorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.125,413.625,NA,NA,NA,NA,0.440722897287344,478.125,"Monoculture",0.731250800619157,0.639652297877593,0.950389779291696,2391.49772915372,3424.30415001327,15573.7712041702,11059.3836749117,1,1,1,1,1,1,0.731250800619157,0.639652297877593,0.950389779291696,0,1.43186594253009,0.709313276600582,0.620462728941265,0.921878085912945,97,NA,0.62045078933239,0.563001568317413,NA,NA,0.895983755588532,NA,0.736713041939614,0.643067566430582,0.953691874249465,NA,NA,NA
"22",22,"B",2,4,40.33,30,29.67,75,NA,0.259059162797258,6.7815644077214,73.8370862097338,6.68159900079547,110.019597411697,NA,"Plug","MH.1825752.rep1",75,NA,NA,"M","H",1298.47288753,752.94965135,-0.440049498940755,102.8920788375,-0.839412248001744,277.3594525875,0.589911806510448,752.94965135,-0.32219461491836,77.3794848557463,-0.901541307020781,102.8920788375,-0.826973873245684,181.120257178348,0.217587852329179,277.3594525875,0.593245394026302,0,0.0124383747560605,-25.5125939817537,-0.0621290590190364,0,0.00333358751585411,-96.2391954091518,-0.372323954181269,0,0.117854884022395,8,8,0,1,0.752045111052267,1,0.653016349320957,1,1,0.985182042809513,1.07401495411455,1.00565099304517,0.368848105645306,0.732178120174926,0.233115506824532,0.104439420771963,0.337554927596495,NA,NA,176.9,176.9,"M","H",0.457070717834004,176.9,"Treatment",0.731322559933662,0.656918414690766,0.947407183460181,2193.13114342323,2971.25656198684,14438.3942851027,10376.8551174856,0.999971656935548,1,1,0.999631540162122,0.999574854033218,0.999971657738854,0.73134157178823,0.656918414690766,0.947407183460181,0,1.35480113485099,0.548491919950246,0.492688811018074,0.710555387595136,NA,75,0.705436021089554,0.632997065782547,NA,NA,0.942065358161926,NA,0.763805292697951,0.682547753850852,0.963984013468705,NA,NA,NA
"23",23,"A",2,5,41,34,NA,65,NA,0.275609359959717,6.87184041078605,69.9068823380392,6.54051739266453,95.1447546717997,NA,"Seed","ML.1623993.rep1",65,35,45,"M","L",1243.185589451,1033.473737201,-0.00935944906163017,114.248890861833,0.246696136815963,232.276121397136,-0.781499951246797,715.094347201,-1.22360263011748,66.6119657517857,-1.43570767388446,86.0862748157778,-1.16551772088078,167.289675851824,-1.47250937450828,199.627959878,-1.73193057711516,-28.1626160460556,-1.41221385769674,-47.6369251100476,-1.68240381070043,-32.6481615191364,-0.95043062586836,-64.9864455453124,-0.691009423261485,-318.37939,-1.21424318105585,12,9,-3,0.753497685328832,0.58304255953209,0.859442454425542,0.72021899989366,0.691932771448765,0.75,-4.72450738760561,-5.81974121044106,2.21616210513136,1.88420917001857,130.734471875459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.747076521024226,0.662589906530708,0.950035153282628,2171.13845319343,3167.7865908528,15947.2324212506,11546.8509929334,1,0.999924775266107,1,1,0.999811938165269,1,0.747076521024226,0.662639312775697,0.950035153282628,0,1.45904402650759,0.485599738665747,0.43068343924496,0.617522849633708,NA,NA,0.74904420375824,0.652020967006683,NA,NA,0.959656178951263,NA,0.800112754804973,0.699878673542843,0.975093269519222,NA,NA,NA
