"","plot","flowers","pNDVIvalues","pGNDVIvalues","pGDVI2values","pREDvalues","pGREvalues","pNIRvalues","pREGvalues","ndvi.threshold","gndvi.threshold","gdvi2.threshold","ndvi.avg.threshold","gndvi.avg.threshold","gdvi2.avg.threshold","ndvi.avg.threshold.noflowers","gndvi.avg.threshold.noflowers","gdvi2.avg.threshold.noflowers"
"25",25,0,0.614002268388624,0.59050847018838,0.87669028046375,2713.0071648264,2918.56029773904,11451.7340433233,7449.922431021,0.437160342931747,0.492253959178925,0.734039068222046,0.73753506954914,0.645882303865762,0.948929785375854,0.736481902018512,0.644956921405807,0.947792383220156
"26",26,0,0.786559908887783,0.670669315402876,0.969074432730358,1771.63677039159,3017.35035705382,15462.6708606935,10180.8851432344,0.764487534761429,0.642646551132202,0.964993238449097,0.79622625692677,0.681788256838418,0.972416284446,0.795990788941209,0.681489249494533,0.972236038177522
"27",27,1,0.734581364017983,0.600773791161878,0.95158761708735,2075.05084364617,3493.52610075661,14075.6603743295,9849.85162910513,0.680514883995056,0.555833691358566,0.930236661434174,0.753180424459923,0.640957658236391,0.958001981190349,0.752722011875457,0.639980607534139,0.957576504848844
"28",28,1,0.762648876063373,0.665208824449766,0.958418198706697,2098.94259111796,3240.75038434546,16404.4255069147,10614.6905023571,0.687644052505493,0.610292208194733,0.933756679296494,0.789293156971286,0.681400582735678,0.969749070765196,0.788922337907965,0.680982708975671,0.969369268208569
"29",29,0,0.753900175894641,0.706476443061644,0.954674811669079,2086.12704538239,2642.04030211228,16028.9415068915,9061.95013073512,0.522381570339203,0.513002192974091,0.820785253047943,0.781541413855532,0.72814318081294,0.96838620180691,0.781329211067816,0.72794340667667,0.968166264564336
"30",30,1,0.65315477483795,0.616609734772929,0.904275333668857,2136.15957273648,2468.25838086364,10872.3017824568,6451.34667948913,0.661523219943047,0.617086747288704,0.920307824015617,0.735587103026875,0.667255768636996,0.949855618767622,0.734825654234303,0.666614091719142,0.948964309648809
"31",31,1,0.760250016307141,0.6553088554768,0.956423044408953,2171.05375207994,3527.97397765419,17229.3500216938,10957.1466086158,0.694213390350342,0.59964220225811,0.936903011798859,0.787589724886239,0.676480814121597,0.969455394421493,0.787226211266791,0.675985746478619,0.969182203117745
"32",32,0,0.70132097930641,0.634548689360337,0.937712565606195,2463.70757504909,3160.92531305227,14239.8206266547,9167.1252031046,0.59188619017601,0.560999846458435,0.876655098795891,0.725850155094841,0.647740736157409,0.946856743059829,0.725027809395996,0.647115878589518,0.946269032786762
"33",33,1,0.638033310077068,0.626376222599414,0.891019687234148,2462.11533364727,2556.24575755839,11543.29415118,7325.15175195155,0.653439491987228,0.628838661313057,0.915824830532074,0.735536053403426,0.671859087358644,0.949406817213095,0.734571835642135,0.67128108767485,0.948557535745819
"34",34,0,0.731574449761093,0.688993525575778,0.942913973338602,2011.95971744449,2513.29424168854,14455.5403902839,8223.45249433484,0.503004804849625,0.514220563769341,0.80287192106247,0.778824199476441,0.718486628979561,0.966790801131998,0.778477175640235,0.718020382803084,0.966492605977782
"35",35,1,0.67823062110336,0.646553862481149,0.916125371451668,2317.62291773395,2696.23087613465,12982.9276697211,8316.67633962996,0.657053178548813,0.626461890339851,0.91785224378109,0.75542371261011,0.682461842435127,0.956664079761777,0.754528247549115,0.681889867031051,0.955859753352915
"36",36,1,0.686631733267277,0.637028187432538,0.921969074387918,2135.17327751547,2664.32974924919,12493.6025582393,8003.82488141585,0.646127074956894,0.599697709083557,0.911655873060226,0.747663829573294,0.671292751442317,0.954689259869159,0.746834115137732,0.670629415538176,0.954020350539416
"37",37,1,0.689134233774504,0.606358135949097,0.923514605523514,2369.71488467554,3256.99439491823,13564.9858574469,9324.77084998752,0.63717195391655,0.565476849675179,0.906368911266327,0.753180081223283,0.658389228774769,0.956520337491298,0.752378195679818,0.65729945853495,0.955856824712328
"38",38,0,0.617725263004236,0.570498027344279,0.863315333831346,2555.91113194057,3035.16488181341,11679.3483981541,8383.93896419707,0.777332636713982,0.671232464909554,0.96909402012825,0.758572503867819,0.660443335983563,0.958682405672888,0.757946065890316,0.659723161223153,0.958076779215663
"39",39,1,0.731220195812364,0.651306298649423,0.943503372310646,2685.27834464704,3632.56408470604,16740.04712236,11843.0493012126,0.443882796168327,0.37825307905674,0.741638948321342,0.782372700406147,0.690267193742689,0.967265841416971,0.781871484414244,0.689839642992802,0.966840645153439
"40",40,1,0.440382035324695,0.491323856101368,0.724089312165357,2465.12418848863,2183.78831036666,6575.96008564916,5070.1209906177,0.533374571800232,0.540392076969147,0.830485618114471,0.730489875214226,0.649070806584159,0.946518414220576,0.729102584768854,0.648147366423681,0.945532926352195
"41",41,1,0.781155311153628,0.727056555257407,0.96817663094046,2077.60373011289,2697.8123729046,17272.3300380024,12085.8455523722,0.669080340266228,0.637693287134171,0.924355714321137,0.787816084728972,0.728762569555126,0.970292651072452,0.78763623853135,0.728660675210375,0.970146137559415
"42",42,1,0.734823252677765,0.667782535487821,0.946457409991937,2254.89504998399,3019.87010831263,15287.3336576604,10464.6100919814,0.693122178316116,0.641180247068405,0.936386004090309,0.774415147701047,0.681012172153693,0.964347149979597,0.773784023918974,0.680754846919039,0.963869415648046
"43",43,0,0.740610392952075,0.613920660698086,0.950885995169266,2164.36835573874,3571.24215317024,15206.7495820504,10643.0990917167,0.751648038625717,0.614500266313553,0.960588073730469,0.767051603115043,0.650725683494367,0.962892257522135,0.76660582055478,0.650027824250993,0.962584266146512
"44",44,0,0.50513501618221,0.498394588079287,0.777170096205552,3012.248134938,3104.92341231563,9598.11893481485,6722.26760493321,NA,NA,NA,0.751413118090593,0.656514599914727,0.954579672445483,0.750479875229445,0.65558208080128,0.953598015335072
"45",45,0,0.800705196509817,0.678473664527017,0.972735429824675,1763.96197593769,3170.8533127866,16778.5479033944,10808.7898145435,0.803042244911194,0.668010520935059,0.976416248083115,0.811135181971261,0.69013803841866,0.976614105965276,0.810989731623528,0.689884093000434,0.976470690706502
"46",46,0,0.752581383625821,0.685803721928162,0.958930662289831,1847.16332787939,2471.40716999074,13464.7637529178,7680.68487673225,0.714541655778885,0.645449733734131,0.946055793762207,0.76153644104395,0.691313405162971,0.962069185368069,0.76131643268836,0.691147793571547,0.961901275118373
"47",47,1,0.72760812936014,0.66312079527788,0.943463221879549,1777.67128053584,2384.60856736523,12482.9069472998,7340.1707892797,0.57863455414772,0.53273563683033,0.866986460983753,0.773858562831052,0.702776170124876,0.964134404159567,0.77336433189973,0.70219328513572,0.963615219978501
"48",48,0,0.488314791752457,0.491764442568664,0.776109590947885,2448.59813387438,2501.30785469294,7590.16942655678,4683.16974739411,0.734271858930588,0.626168505549431,0.954123013019562,0.734622254798274,0.638514586631825,0.948361450094329,0.733656148567781,0.637429494560717,0.947077411457344
"49",49,0,0.755476855366672,0.645487552952708,0.957975796718197,2197.16674658323,3498.99308075153,16601.9282527855,10586.3587220821,0.504056491851807,0.480250010788441,0.803871022462845,0.774565601291975,0.664968202024543,0.965583869620281,0.774184423890322,0.664487381081182,0.965278056852167
"50",50,1,0.77453697051068,0.663430614286577,0.964221017902412,2096.16447691136,3449.55512431109,17345.4730060721,11271.4925969721,0.756708189845085,0.640217140316963,0.962361305952072,0.791319233994789,0.677309896908782,0.971042390964607,0.791033914421188,0.677018335688918,0.970848845243454
"51",51,1,0.611631288666576,0.551546814568414,0.881493873511829,2568.55036701255,3095.68463527399,10886.662927141,7383.85859528318,0.583293357491493,0.529859653115272,0.870436975359917,0.725247726287454,0.640889081669389,0.943472057595266,0.723917563479897,0.639582806474322,0.942025657761931
"52",52,1,0.698845140700835,0.617517696132631,0.925793456683419,2327.32957849054,3280.37381711576,14182.454770461,9582.2314610964,0.800825594365597,0.709498290717602,0.97583017796278,0.758280917808339,0.664522942885682,0.959319967830215,0.757650140148328,0.663793160991859,0.95881291598525
"53",53,1,0.619689323335094,0.564986814534543,0.881194700311595,3067.38614708796,3690.61856903135,13106.2313456642,8782.86839551579,0.579737991094589,0.539409384131432,0.867808803915977,0.735394340579017,0.651093339565049,0.949261800247845,0.73449562138634,0.650292773783763,0.948374440855597
"54",54,1,0.706954722774619,0.633202533668497,0.931193791753709,2250.23327870385,3090.5576162567,14125.1202647023,9314.67348474769,0.75967812538147,0.665808856487274,0.963379472494125,0.756096699990088,0.667086602825051,0.958980646300119,0.755580355108635,0.666521207868405,0.958499626274645
"55",55,1,0.786946369601914,0.679690130166271,0.968279472075948,1898.75331824791,3113.3876756433,16646.5477063372,11314.4905977159,0.787912431359291,0.669964045286179,0.972247666120529,0.798948391773421,0.689550102853345,0.973557386203052,0.798756566889259,0.689327827710768,0.973414896635455
"56",56,0,0.737625931881067,0.661088455097699,0.947242788457966,1648.23847798507,2313.49772407616,11804.9967280388,7811.21084975224,0.729950726032257,0.642939999699593,0.952423498034477,0.777223521477005,0.689430563242625,0.965475938317672,0.776630463206359,0.689016625397427,0.964997533620234
"57",57,0,0.739911405195755,0.662671602817894,0.947160559350794,1842.4501904516,2538.91611862008,12712.7510319371,8479.57857515876,NA,NA,NA,0.783012269450765,0.686820187702237,0.966873036277548,0.782512296560959,0.686395905666526,0.96640515721312
"58",58,1,0.790140275864486,0.695970122689749,0.969469361702163,1725.47074973224,2710.62187072759,15372.5767699756,10768.8519174702,NA,NA,NA,0.802662372470366,0.703718963476409,0.973957489944251,0.802373111826869,0.703491802975223,0.97375764469715
"59",59,0,0.7611636609683,0.704125415563251,0.961493005191425,1878.77959852492,2437.5713954551,14300.7167787304,9571.99554775659,0.715056478977203,0.666016161441803,0.946276381611824,0.773552607900809,0.705755229538196,0.96579640272861,0.773290244029895,0.705606299944511,0.965530362239957
"60",60,1,0.751422981239728,0.697245574845326,0.949682007535086,2039.37354230103,2595.63088515205,15144.7110377082,9599.720957372,0.65491898059845,0.627417582273483,0.916663646697998,0.794430856113868,0.713538666869203,0.969780130061341,0.793813575662845,0.713167424669823,0.969312802347901
"61",61,1,0.747553737054834,0.65715660998894,0.951601314318354,2028.74102106744,3013.61201433644,14893.4282616215,9610.4997881911,0.761225634813309,0.659503075480461,0.963903447985649,0.781516188609332,0.681897802319215,0.966755284189301,0.781081523185182,0.681428953717468,0.966285337749709
"62",62,1,0.786338175524712,0.660433321174478,0.96742073893913,1808.56025255872,3220.94685193276,16045.1052466496,10574.5410794973,NA,NA,NA,0.80225398767584,0.676903252866496,0.973676822072158,0.801952070046178,0.676397413077128,0.973464967757496
"63",63,0,0.778008842620501,0.681396800013483,0.963962272905994,1629.97472508182,2588.45403717484,14238.1779928364,8844.37422048968,0.744796603918076,0.643859565258026,0.958109050989151,0.800868030563346,0.698452827563853,0.972665815492899,0.800485367797833,0.698025533634273,0.972367596389495
"64",64,0,0.752965251630723,0.623926810686173,0.955986210207276,2017.04245125173,3424.30550803208,14987.7580869155,10213.6667917763,0.747862756252289,0.60964959859848,0.959229648113251,0.776920624781888,0.652084514047206,0.966021709701187,0.77651382152103,0.651334007668432,0.965686994429214
"65",65,0,0.42566026053579,0.462773242916435,0.709693832179725,2900.13905623123,2640.10309328642,7245.62247803919,4738.97561504707,0.443933352828026,0.477500334382057,0.741695672273636,0.722892347818766,0.646844154959965,0.943373266115181,0.721787009207145,0.645853097545153,0.942106993329901
"66",66,1,0.67967591656787,0.602353455644346,0.91481279604064,2436.7655022989,3266.60851591987,13711.1904368533,8599.27232384599,0.781204941868782,0.678857031464577,0.970271492004395,0.754114126663856,0.660477971177137,0.957156937161996,0.7534488052572,0.659770345831167,0.956510316567727
"67",67,0,0.703348859922423,0.627017139152859,0.926784953874853,2302.68026040742,3091.78911467534,14048.1694266446,8524.25611855207,NA,NA,NA,0.766021569412112,0.671089318988984,0.961125209867858,0.765307502999801,0.670458360034742,0.960612310775043
"68",68,0,0.713813234305509,0.622592187056681,0.939633290524175,2098.31826368828,2996.03240245583,13133.3149723827,8384.73210977134,0.685148254036903,0.593656435608864,0.932537287473679,0.74942113979066,0.652814763598799,0.956315849722172,0.748791176685125,0.652204646459716,0.955810045331367
"69",69,0,0.746001592932348,0.668258321645506,0.952891003219121,2179.12985809778,3060.19534618462,15770.3102157321,10442.8470866697,0.676011523604393,0.619627502560615,0.927955290675163,0.773440037795049,0.683018144238378,0.964557828679717,0.77292542720855,0.682693359177757,0.964155474624471
"70",70,0,0.769408787844745,0.662201437464666,0.962228155491648,2072.34607746269,3339.37136146882,16752.8396063876,11127.8029205393,0.716829177737236,0.610987889766693,0.947031691670418,0.786987692236298,0.678021460377865,0.969784240073803,0.786726872764971,0.677650814939863,0.969565872044898
"71",71,0,0.596587791993381,0.566561101279159,0.856569296586074,2443.67390451546,2799.14888850344,10799.3609991745,7169.72522189539,0.576026993989945,0.550447702407837,0.865030673146248,0.756908651333419,0.664972211717433,0.957066311033466,0.756115830131665,0.66412918197502,0.95624671963322
"72",72,0,0.716955923442036,0.609780066988249,0.942133007157903,2192.6536714752,3330.02443953863,14033.7345541447,9601.24705710766,0.415197296887636,0.441659172922373,0.708292820751667,0.748035374765903,0.644541082881952,0.95589470111852,0.747386042642285,0.643842495312118,0.955416893124568
"73",73,0,0.789756170540563,0.703917975479919,0.966046471522128,1595.64493763624,2473.2387950966,14867.5956529358,9737.81093923767,0.776496529579163,0.673086583614349,0.96883624792099,0.814296275071132,0.720048200675381,0.976982704840742,0.814014201968749,0.719753684364419,0.976758184009069
"74",74,1,0.830717046355699,0.713091345297934,0.980671325815391,1505.99967850473,2779.4652442642,16767.3960579218,11511.3604242333,0.758355097472668,0.640716691315174,0.962942713499069,0.836768795261997,0.719264835547889,0.982916184814976,0.836661822556955,0.719146341409736,0.982844501646555
"75",75,1,0.823938085792582,0.739914394467031,0.975132817682728,1295.7906315596,2109.54998043092,14845.0207903874,9584.40491070807,0.804174169898033,0.697127401828766,0.976712331175804,0.842988299973496,0.754924038330359,0.982680065423309,0.842723850326406,0.754569721357121,0.982448671233551
"76",76,0,0.754566389329465,0.649301869056557,0.952929717827306,1663.85939929481,2639.5113070855,12989.6305940872,9763.70072061479,0.77205992937088,0.654737567901611,0.967447245121002,0.792181082699123,0.682151299454685,0.969757053825707,0.791772525650645,0.681630516215588,0.969398792226095
"77",77,0,0.754351041829828,0.708229948203543,0.959527801804516,1935.98464641318,2378.71909968746,14033.326692424,9383.28983735223,0.642943267822266,0.620522096157074,0.909797918796539,0.763721928381064,0.711238987618607,0.963252700116283,0.763547450141365,0.711178316567384,0.963084687324763
"78",78,1,0.749809515930998,0.678589348161655,0.955255848778132,1666.62680344219,2329.49667675483,12403.1603741475,8138.94698797854,0.711299061775208,0.645452603697777,0.944653913378716,0.773731794641454,0.687349583717561,0.964013989565657,0.773136612771867,0.686964607785723,0.963559849771029
"79",79,1,0.765608672633199,0.669802705131515,0.960336450164425,2041.586936497,3125.76545470723,16174.7315730538,10172.3398811106,0.743143394589424,0.640938863158226,0.957495778799057,0.787151742537839,0.682880833073251,0.969587131369267,0.786838850169925,0.682535686939063,0.969357797498686
"80",80,1,0.803046500673289,0.707993789344784,0.972311339558988,1878.39563777118,2971.07092830124,17503.8727862238,10810.2326499478,0.626636388301849,0.575814127922058,0.899904432296753,0.817757516630694,0.717856311530883,0.977400763437263,0.81743685329529,0.717591040890543,0.977182057354966
"81",81,1,0.743711395413898,0.653578561433891,0.953692939565512,1762.9196686023,2561.22788747125,12498.6549372832,8408.00371992132,0.714120626449585,0.625104784965515,0.945875018835068,0.764892175097206,0.669927004153577,0.962041305479243,0.764425216154327,0.669488446735095,0.961680911695856
"82",82,1,0.748637633036305,0.662623937149681,0.950103410109676,1805.47197704543,2661.58668193293,13945.9887224107,8594.26107956027,0.594363495707512,0.541304850578308,0.878412094712257,0.79716730733306,0.700277605533066,0.969753067544733,0.796447700467514,0.699564134571309,0.969063798291959
"83",83,0,0.648291695861314,0.583433579372414,0.900470146116536,2279.62161605267,2888.76929735466,11247.4640943603,7515.75491489084,0.70639083981514,0.609960460662842,0.942490297555923,0.735154087353829,0.640164657559259,0.949699502097477,0.734277640456878,0.639136240597424,0.948816736334853
"84",84,0,0.721465067135671,0.637549581503222,0.943337689104292,2200.19704192238,3084.52736246277,14291.7267388269,8523.58984852448,0.771479725837708,0.68122673034668,0.967262923717499,0.754500088543775,0.668300986417437,0.958149895504629,0.753924191599262,0.667666250215314,0.957686310801566
"85",85,1,0.699870276101423,0.600931380469888,0.929929231692849,2405.15293048188,3502.53644710534,14410.253072116,9258.67720971162,0.689432293176651,0.586112952232361,0.934623765945435,0.753008490300854,0.64508509667404,0.956902783129047,0.752298688353831,0.644068825805444,0.956344879606516
"86",86,1,0.738695185711543,0.643895217090833,0.952635088487707,2220.93590990812,3259.83298148143,15175.0155369891,9758.73646045082,0.7931431889534,0.692601919174194,0.973733747005463,0.757152810090802,0.66274405180466,0.959085525693702,0.756671271420907,0.662242231209428,0.958727821496017
"87",87,1,0.71700044733641,0.629568678335398,0.941426608393987,2101.12748460953,2980.59875116965,13457.3455441683,8693.92769641317,0.680755138397217,0.597182214260101,0.930357098579407,0.754225025725734,0.658336279143827,0.957510482082034,0.753544518396496,0.657713925744584,0.956974797297777
"88",88,1,0.690599330114378,0.651288441703633,0.92484954456803,2690.93043613246,3089.27524876535,14846.1509245123,9613.0139902597,0.591168093681335,0.583142146468163,0.87614224255085,0.755717721936686,0.680458883463385,0.957415989591036,0.754983552887489,0.679885542820123,0.956694792874624
"89",89,1,0.588765275401269,0.570239081412708,0.861572370224995,3157.01685366296,3392.31463778229,12576.1492014545,8623.45474359099,0.482016170024872,0.50655474960804,0.782278108596802,0.727222610801101,0.642471740720192,0.945294138847257,0.726073448904743,0.641498355620233,0.944128768709697
"90",90,0,0.730427465057121,0.631335035427661,0.946786079236025,2362.50952856085,3550.23769063786,15945.3954668903,10646.6287076841,0.702914297580719,0.602622136473656,0.940927237272263,0.76132463342884,0.656329522975465,0.961054974511051,0.7609190480679,0.655750138258394,0.960647857425382
"91",91,0,0.823315653373133,0.746837658768027,0.980020688023975,1445.62116539031,2185.42914476227,15218.5963460803,9750.87577737727,0.809818685054779,0.73369126021862,0.978156298398972,0.826437149890057,0.748354428024247,0.981000918801941,0.826362055923641,0.748318966380142,0.980938084788414
"92",92,1,0.834012282935052,0.73321514644829,0.980739320928766,1495.5287057546,2659.01388434044,17438.9654118541,11428.4462394374,0.755729299783707,0.64920534491539,0.96202028542757,0.842644752615755,0.739559122190788,0.984076864713769,0.842535995768745,0.739444981310442,0.983987457978896
"93",93,0,0.815939775925455,0.681528815563628,0.97617532057325,1324.82694212351,2646.21801516159,14204.5294557819,10270.467293466,0.78629857301712,0.653241485357285,0.971779465675354,0.824367109578077,0.68793800026602,0.978830555850286,0.824135915089688,0.687720882531698,0.978717052249206
"94",94,1,0.772924916218285,0.673334188233492,0.963009182725249,1665.16049234385,2585.96926459466,13386.8400444156,9815.38167548931,0.766065126657486,0.661915552616119,0.965514242649078,0.790560343854583,0.684548177297595,0.970109487201544,0.79016101924517,0.684292648368686,0.969894242305202
"95",95,1,0.789291945356441,0.717543975661708,0.968337221408944,1556.21682758576,2248.28858103086,14274.942597649,9506.76194019609,0.707208952307701,0.656198689341545,0.942854437232017,0.805006622722529,0.721014073691233,0.972926413597244,0.804447668690122,0.720814031551525,0.972626192067553
"96",96,1,0.751899969200561,0.679242010625197,0.950032458794405,1751.43424314632,2501.15539059098,13498.4996709235,8893.88821111342,0.733402490615845,0.659343719482422,0.953784257173538,0.796566666128957,0.701316572504408,0.96993777637768,0.796004577854463,0.700861145147568,0.969412495425761
"97",97,0,0.763125496981687,0.67201353331657,0.958494485686245,1903.3991705015,2885.47906181283,15074.6134440896,9265.28269507367,0.756171959638596,0.662107938528061,0.962175673246384,0.78785895874276,0.688505860444165,0.969120960798975,0.787506293448517,0.68819778300729,0.968763731851512
"98",98,0,0.784529028433524,0.653238068958735,0.968853657706558,1706.67614520332,3044.50417555958,14664.8966920339,9329.58000424433,0.734945166110992,0.617784559726715,0.95438472032547,0.792595701893872,0.660620781592308,0.971279553260525,0.792353787043514,0.660289016940924,0.971099651959193
"99",99,1,0.816019081876741,0.705730830260223,0.976141331249557,1642.90408219006,2876.88692682887,16925.2326583608,10267.2390305243,0.725671961903572,0.625005611777306,0.95070356875658,0.826242078652231,0.713794011706474,0.98024346993019,0.826102325471866,0.713631582399077,0.980138308659951
"100",100,1,0.748474509707391,0.636125562884236,0.953021668297448,1704.25718539809,2777.38992511205,12803.4741812053,8524.13939853263,0.77922483086586,0.64977815747261,0.96967276930809,0.781087247696559,0.663258330537103,0.966437648176195,0.780570241411859,0.662695088127763,0.965985351634605
"101",101,1,0.74012873992799,0.669237512635973,0.949390635751132,2020.33701286238,2743.13629124729,14193.1233661345,9701.50998978411,0.678667479753494,0.607172510027885,0.929305493831635,0.769703788754615,0.690969673639948,0.964434886910648,0.769451406745365,0.690543844438996,0.96418558546291
"102",102,0,0.726240655802455,0.622403795075376,0.94254600414352,2222.98745726688,3367.3412433938,14800.5064022391,9871.45752341058,0.682774901390076,0.584320068359375,0.931362435221672,0.770065056561697,0.660355996233864,0.963037877861209,0.769430843649114,0.659667657856859,0.962524070455558
