"","X","plot","pNDVIvalues","pGNDVIvalues","pGDVI2values","pREDvalues","pGREvalues","pNIRvalues","pREGvalues","ndvi.threshold","gndvi.threshold","gdvi2.threshold","ndvi.avg.threshold","gndvi.avg.threshold","gdvi2.avg.threshold","ndvi.avg.threshold.noflowers","gndvi.avg.threshold.noflowers","gdvi2.avg.threshold.noflowers"
"16",16,16,0.64129257700248,0.625485367444353,0.887426657896407,2222.62640367075,2482.04181250438,11552.303433558,7348.43809631166,0.568100959062576,0.576681405305862,0.8589768409729,0.74313206769717,0.669297955608917,0.952390904018519,0.745752160619349,0.67105670076164,0.953883314216712
"17",17,17,0.604375662022511,0.596575963401458,0.86743876667515,2595.39637128944,2733.96936457345,11198.8195258717,7501.94528318588,0.573197102546692,0.575030252337456,0.862888073921204,0.708210599804826,0.639425807023122,0.937799050536808,0.71185237350104,0.641114132499836,0.939811066920737
"18",18,18,0.524241954293475,0.551341051334395,0.801561252117431,2662.86461141204,2503.06700565567,9020.09314588607,6007.10892416859,0.497965966165066,0.53233850300312,0.798041507601738,0.687382877776923,0.62805073282839,0.928049669009096,0.691541859496941,0.630306243417129,0.930421218090635
"19",19,19,0.335314887659185,0.426764202710673,0.587678344267903,4338.71438833793,3492.06827020936,8766.34735698034,6422.01873887165,0.818384885787964,0.755029201507568,0.980246186256409,0.70476070912215,0.635912907851382,0.936289821924428,0.708357962536279,0.637850874964961,0.938463971133335
"20",20,20,0.693159823201895,0.605735558920074,0.928172924751783,2189.76631889069,3071.37677545873,12794.8521249024,9200.97755442742,0.511119356751442,0.477769948542118,0.810501006245613,0.727008505423776,0.635601402757513,0.948043553737038,0.728645482585528,0.637030071313485,0.948881176816469
"21",21,21,0.731250800619157,0.639652297877593,0.950389779291696,2391.49772915372,3424.30415001327,15573.7712041702,11059.3836749117,0.609974001348019,0.557778955996037,0.889129817485809,0.737898188306478,0.643843764724668,0.953789037574133,0.738489208022591,0.644294244235424,0.954012343698368
"22",22,22,0.731322559933662,0.656918414690766,0.947407183460181,2193.13114342323,2971.25656198684,14438.3942851027,10376.8551174856,0.619303953647613,0.570423945784569,0.895248591899872,0.74906153897478,0.668609143651012,0.95694610184012,0.750140680095057,0.669194872250528,0.95746344045162
"23",23,23,0.747076521024226,0.662589906530708,0.950035153282628,2171.13845319343,3167.7865908528,15947.2324212506,11546.8509929334,0.655411863327026,0.600311982631683,0.916938677430153,0.775499616344948,0.677716016935508,0.965091360722431,0.776903082544189,0.678556755628082,0.965751433558483
"24",24,24,0.692207988241251,0.654856587030221,0.924905111588272,2269.34454342546,2673.76173778204,13329.0386116434,8820.37109499723,0.518442723155022,0.551675850152969,0.81722846031189,0.742795799546798,0.66638089868898,0.951611562232966,0.745630394706714,0.667415633927666,0.953003431881884
"25",25,25,0.614002268388624,0.59050847018838,0.87669028046375,2713.0071648264,2918.56029773904,11451.7340433233,7449.922431021,0.507356077432632,0.533462315797806,0.806985795497894,0.707565016864115,0.626659667551252,0.937293396752149,0.711309780269973,0.628400699586118,0.939251249394662
"26",26,26,0.786559908887783,0.670669315402876,0.969074432730358,1771.63677039159,3017.35035705382,15462.6708606935,10180.8851432344,0.677295523881912,0.582721921801567,0.928610369563103,0.791201009661503,0.675499578847813,0.970965827749235,0.791691438935356,0.675988648013631,0.971169883005049
"27",27,27,0.734581364017983,0.600773791161878,0.95158761708735,2075.05084364617,3493.52610075661,14075.6603743295,9849.85162910513,0.635715132951737,0.526388120651245,0.905490845441818,0.741664801927866,0.619468563484665,0.954290125996583,0.742894280416838,0.621400220527492,0.954798543574513
"28",28,28,0.762648876063373,0.665208824449766,0.958418198706697,2098.94259111796,3240.75038434546,16404.4255069147,10614.6905023571,0.600042378902435,0.565152013301849,0.882382228970528,0.779775644621388,0.673421838284562,0.966608697044967,0.780865538735532,0.674167250911061,0.967095264238268
"29",29,29,0.753900175894641,0.706476443061644,0.954674811669079,2086.12704538239,2642.04030211228,16028.9415068915,9061.95013073512,0.557734447717667,0.536558896303177,0.850809508562088,0.776013385177013,0.723040075440105,0.966360484349296,0.776726681806262,0.723633045046075,0.966743082841983
"30",30,30,0.65315477483795,0.616609734772929,0.904275333668857,2136.15957273648,2468.25838086364,10872.3017824568,6451.34667948913,0.492321541160345,0.502267983555794,0.79254552423954,0.713035229131871,0.651545651309536,0.941061141223353,0.7158066733558,0.653144444904508,0.942483403234795
"31",31,31,0.760250016307141,0.6553088554768,0.956423044408953,2171.05375207994,3527.97397765419,17229.3500216938,10957.1466086158,0.678442470729351,0.590964637696743,0.929192401468754,0.779729294728514,0.667815691795494,0.967000377463976,0.780622548487051,0.668499621791726,0.96737066508809
"32",32,32,0.70132097930641,0.634548689360337,0.937712565606195,2463.70757504909,3160.92531305227,14239.8206266547,9167.1252031046,0.582825249433518,0.556642815470696,0.870094530284405,0.711344888986328,0.638724860789903,0.942540130788144,0.712599215598532,0.639243295549538,0.943071206685788
"33",33,33,0.638033310077068,0.626376222599414,0.891019687234148,2462.11533364727,2556.24575755839,11543.29415118,7325.15175195155,0.564583672583103,0.57351014316082,0.856231808662415,0.712743706871336,0.658122098453268,0.941002611684961,0.7154558857692,0.659373275912522,0.94232783937093
"34",34,34,0.731574449761093,0.688993525575778,0.942913973338602,2011.95971744449,2513.29424168854,14455.5403902839,8223.45249433484,0.533874887228012,0.538696959614754,0.830919203162193,0.76868650831853,0.707357650942257,0.962920191334924,0.770049346943159,0.708532203513346,0.96361083030868
"35",35,35,0.67823062110336,0.646553862481149,0.916125371451668,2317.62291773395,2696.23087613465,12982.9276697211,8316.67633962996,0.611386144161224,0.596576328575611,0.890070249140263,0.733086926296571,0.670070123266636,0.9486925749053,0.735711204931896,0.671167482078323,0.949992961645653
"36",36,36,0.686631733267277,0.637028187432538,0.921969074387918,2135.17327751547,2664.32974924919,12493.6025582393,8003.82488141585,0.476199662685394,0.505486977100372,0.776349574327469,0.72916256019494,0.657838552206433,0.948240865141151,0.731257599376141,0.658954379518818,0.949274799173233
"37",37,37,0.689134233774504,0.606358135949097,0.923514605523514,2369.71488467554,3256.99439491823,13564.9858574469,9324.77084998752,0.570626623928547,0.532917737960815,0.860923789441586,0.735198780353578,0.637775868967042,0.950222603001305,0.737274129582135,0.639568251944544,0.951244715705141
"38",38,38,0.617725263004236,0.570498027344279,0.863315333831346,2555.91113194057,3035.16488181341,11679.3483981541,8383.93896419707,0.66087418794632,0.58471953868866,0.919954121112823,0.740356475972923,0.64358599199678,0.951906814138968,0.742657518881964,0.645315112807534,0.95305000166404
"39",39,39,0.731220195812364,0.651306298649423,0.943503372310646,2685.27834464704,3632.56408470604,16740.04712236,11843.0493012126,0.203388005495071,0.10754407197237,0.390617370605469,0.768531595333857,0.679743330013486,0.962144735071879,0.770365567123463,0.680932898504141,0.963071164920255
"40",40,40,0.440382035324695,0.491323856101368,0.724089312165357,2465.12418848863,2183.78831036666,6575.96008564916,5070.1209906177,0.469176250696182,0.511309093236923,0.769061720371246,0.699974341123544,0.62662878586149,0.933925808236842,0.705123975560382,0.629418900283881,0.936218360489758
"41",41,41,0.781155311153628,0.727056555257407,0.96817663094046,2077.60373011289,2697.8123729046,17272.3300380024,12085.8455523722,0.660599537193775,0.631946092844009,0.919804121553898,0.783832556325038,0.727536009250255,0.969178428387065,0.784190272676666,0.727630340301997,0.969346919454478
"42",42,42,0.734823252677765,0.667782535487821,0.946457409991937,2254.89504998399,3019.87010831263,15287.3336576604,10464.6100919814,0.631582245230675,0.61225613951683,0.902971521019936,0.761180154209861,0.674940514930801,0.959933927243633,0.762710305345044,0.675450105005371,0.960654008755348
"43",43,43,0.740610392952075,0.613920660698086,0.950885995169266,2164.36835573874,3571.24215317024,15206.7495820504,10643.0990917167,0.680748552083969,0.555185520648956,0.930353844165802,0.757943559888475,0.635747236743872,0.960080815838418,0.758840509143214,0.637071463444526,0.96051623366666
"44",44,44,0.50513501618221,0.498394588079287,0.777170096205552,3012.248134938,3104.92341231563,9598.11893481485,6722.26760493321,0.712839365005493,0.606969475746155,0.945322573184967,0.724678186954716,0.629391437048198,0.943886566415235,0.727899667449525,0.632363019360157,0.945754510689476
"45",45,45,0.800705196509817,0.678473664527017,0.972735429824675,1763.96197593769,3170.8533127866,16778.5479033944,10808.7898145435,0.679371094703674,0.580694890022278,0.929661506414413,0.806782051298599,0.684369566662498,0.975247347748872,0.807367660632773,0.684808256609059,0.975497506872496
"46",46,46,0.752581383625821,0.685803721928162,0.958930662289831,1847.16332787939,2471.40716999074,13464.7637529178,7680.68487673225,0.687824305891991,0.621891382336616,0.933844637870789,0.756480061224529,0.687706612170258,0.960549129401968,0.756951995666867,0.6880223361507,0.960755537430264
"47",47,47,0.72760812936014,0.66312079527788,0.943463221879549,1777.67128053584,2384.60856736523,12482.9069472998,7340.1707892797,0.59546035528183,0.544492483139038,0.879185307025909,0.759369530781513,0.690105829270756,0.958954656016077,0.761323047905938,0.691477672687272,0.959879585979389
"48",48,48,0.488314791752457,0.491764442568664,0.776109590947885,2448.59813387438,2501.30785469294,7590.16942655678,4683.16974739411,0.537732884287834,0.516114395856857,0.834239080548286,0.705218838797613,0.612766034369809,0.935859439780675,0.709136572179783,0.615831682405265,0.938189651559954
"49",49,49,0.755476855366672,0.645487552952708,0.957975796718197,2197.16674658323,3498.99308075153,16601.9282527855,10586.3587220821,0.589910697937012,0.530441072583199,0.875241914391518,0.766288572843752,0.655224572399227,0.962863654001886,0.767111314584676,0.65595165169733,0.963323557258395
"50",50,50,0.77453697051068,0.663430614286577,0.964221017902412,2096.16447691136,3449.55512431109,17345.4730060721,11271.4925969721,0.587208914756775,0.540533022582531,0.873293671011925,0.785211257749612,0.671268600427425,0.969130041857979,0.785882102327032,0.671774546733912,0.969431858043826
"51",51,51,0.611631288666576,0.551546814568414,0.881493873511829,2568.55036701255,3095.68463527399,10886.662927141,7383.85859528318,0.540887892246246,0.504784107208252,0.836925184726715,0.690637713145822,0.611012973722608,0.929459196216731,0.694979354086463,0.61405832553119,0.931812054578207
"52",52,52,0.698845140700835,0.617517696132631,0.925793456683419,2327.32957849054,3280.37381711576,14182.454770461,9582.2314610964,0.59208290874958,0.53879486322403,0.876794746518135,0.744963588377522,0.650330335874449,0.954821734412631,0.746353276950323,0.651583741491422,0.955543606516939
"53",53,53,0.619689323335094,0.564986814534543,0.881194700311595,3067.38614708796,3690.61856903135,13106.2313456642,8782.86839551579,0.492603696882725,0.469586439430714,0.792822375893593,0.711327093209586,0.632517611060901,0.939978701020594,0.714253903510353,0.634479458067411,0.941631966593338
"54",54,54,0.706954722774619,0.633202533668497,0.931193791753709,2250.23327870385,3090.5576162567,14125.1202647023,9314.67348474769,0.640617236495018,0.581910729408264,0.908425383269787,0.743876441960894,0.656222718884151,0.954657445719404,0.745240016533268,0.657145477051509,0.955348245797293
"55",55,55,0.786946369601914,0.679690130166271,0.968279472075948,1898.75331824791,3113.3876756433,16646.5477063372,11314.4905977159,0.701503337919712,0.606177508831024,0.940285603702068,0.794796804861902,0.685227498879661,0.972287721635585,0.795250444076841,0.685562232830837,0.972430070679134
"56",56,56,0.737625931881067,0.661088455097699,0.947242788457966,1648.23847798507,2313.49772407616,11804.9967280388,7811.21084975224,0.715260684490204,0.63218167424202,0.946363717317581,0.764360784859599,0.678668595567797,0.960951441835984,0.76602054270834,0.679659492329751,0.961721050527649
"57",57,57,0.739911405195755,0.662671602817894,0.947160559350794,1842.4501904516,2538.91611862008,12712.7510319371,8479.57857515876,0.720425407588482,0.647312025725841,0.948544251918793,0.769895663790406,0.678810525096446,0.962442150866544,0.771356070100206,0.679560524432017,0.963193131384842
"58",58,58,0.790140275864486,0.695970122689749,0.969469361702163,1725.47074973224,2710.62187072759,15372.5767699756,10768.8519174702,0.755145823955536,0.65558032989502,0.961818981170654,0.796914257574755,0.699768847814676,0.972294132273133,0.797545162947192,0.700093256371447,0.97255978889537
"59",59,59,0.7611636609683,0.704125415563251,0.961493005191425,1878.77959852492,2437.5713954551,14300.7167787304,9571.99554775659,0.674783617258072,0.641994528472424,0.927325434982777,0.766525888889064,0.704256928896269,0.963465360093435,0.767400785058092,0.704300544431251,0.963843849538875
"60",60,60,0.751422981239728,0.697245574845326,0.949682007535086,2039.37354230103,2595.63088515205,15144.7110377082,9599.720957372,0.670006936788559,0.635004863142967,0.924843204021454,0.781637787891889,0.707068082982342,0.965800188236009,0.782989070899096,0.707646215415907,0.9664450171902
"61",61,61,0.747553737054834,0.65715660998894,0.951601314318354,2028.74102106744,3013.61201433644,14893.4282616215,9610.4997881911,0.634488576650619,0.569896793365478,0.904747700691223,0.769555150798165,0.672436824241103,0.962945286160248,0.77090271012884,0.673339015625848,0.963491469044587
"62",62,62,0.786338175524712,0.660433321174478,0.96742073893913,1808.56025255872,3220.94685193276,16045.1052466496,10574.5410794973,0.69905287027359,0.59209868311882,0.93916347026825,0.795910514557173,0.667681034103078,0.971707219109806,0.796675181845325,0.668296497990003,0.972020816582684
"63",63,63,0.778008842620501,0.681396800013483,0.963962272905994,1629.97472508182,2588.45403717484,14238.1779928364,8844.37422048968,0.700639486312866,0.615229874849319,0.939890682697296,0.791365943947264,0.690468934763109,0.969707776639957,0.792450274917487,0.691194190752197,0.970139320290417
"64",64,64,0.752965251630723,0.623926810686173,0.955986210207276,2017.04245125173,3424.30550803208,14987.7580869155,10213.6667917763,0.658490896224976,0.558533847332001,0.918647021055222,0.767725042886838,0.637972253216617,0.963133211211322,0.768722970743262,0.639175272732564,0.963561317804259
"65",65,65,0.42566026053579,0.462773242916435,0.709693832179725,2900.13905623123,2640.10309328642,7245.62247803919,4738.97561504707,0.591109216213226,0.567596110701561,0.876100172102451,0.693700527148748,0.624590925751375,0.931863727258599,0.696981245777724,0.626925105152365,0.933943486440925
"66",66,66,0.67967591656787,0.602353455644346,0.91481279604064,2436.7655022989,3266.60851591987,13711.1904368533,8599.27232384599,0.671870443224907,0.582672935724258,0.925817629694939,0.737731576940513,0.643267672692238,0.951325594394325,0.739639909566167,0.644910758152167,0.952405260723032
"67",67,67,0.703348859922423,0.627017139152859,0.926784953874853,2302.68026040742,3091.78911467534,14048.1694266446,8524.25611855207,0.601533117890358,0.551143398880959,0.883410969376564,0.750082981251698,0.658973921041539,0.955733732225047,0.751866833466259,0.660123710426666,0.956557680139967
"68",68,68,0.713813234305509,0.622592187056681,0.939633290524175,2098.31826368828,2996.03240245583,13133.3149723827,8384.73210977134,0.634184658527374,0.560975611209869,0.904562942683697,0.73657710669446,0.639768179084432,0.952140393712121,0.737869998799042,0.640921765388312,0.952772315648816
"69",69,69,0.746001592932348,0.668258321645506,0.952891003219121,2179.12985809778,3060.19534618462,15770.3102157321,10442.8470866697,0.602912968397141,0.562091466784477,0.884358176589012,0.762296433138564,0.677224912977612,0.96092589677607,0.763481300373769,0.677781348702398,0.961434458742955
"70",70,70,0.769408787844745,0.662201437464666,0.962228155491648,2072.34607746269,3339.37136146882,16752.8396063876,11127.8029205393,0.575650949776173,0.533568063378334,0.864747171103954,0.780820789086272,0.670670659513273,0.967839604837728,0.781504377014617,0.671380994593473,0.968142223650861
"71",71,71,0.596587791993381,0.566561101279159,0.856569296586074,2443.67390451546,2799.14888850344,10799.3609991745,7169.72522189539,0.63360029309988,0.583255775272846,0.90420718640089,0.732356037032005,0.644149386927175,0.94745077569032,0.735614456227795,0.646390265541794,0.949244740868374
"72",72,72,0.716955923442036,0.609780066988249,0.942133007157903,2192.6536714752,3330.02443953863,14033.7345541447,9601.24705710766,0.587503007054329,0.513642638921738,0.873506638407707,0.735080035999522,0.629573007135577,0.951539288262221,0.736341701301356,0.630886381443037,0.95224670724353
"73",73,73,0.789756170540563,0.703917975479919,0.966046471522128,1595.64493763624,2473.2387950966,14867.5956529358,9737.81093923767,0.677461266517639,0.609832108020782,0.928694605827332,0.807794942781234,0.714074563057472,0.97492762397419,0.808537702571665,0.714620847511825,0.975247131086904
"74",74,74,0.830717046355699,0.713091345297934,0.980671325815391,1505.99967850473,2779.4652442642,16767.3960579218,11511.3604242333,0.732305106520653,0.623925584554672,0.953352147340775,0.834583685585395,0.71711217820543,0.982291036933627,0.834790877089203,0.717296833183344,0.982380915092677
"75",75,75,0.823938085792582,0.739914394467031,0.975132817682728,1295.7906315596,2109.54998043092,14845.0207903874,9584.40491070807,0.764171786606312,0.663528949022293,0.96488865762949,0.835728923180578,0.746841699044539,0.980472350677197,0.836617980032124,0.747622109967231,0.98089909940637
"76",76,76,0.754566389329465,0.649301869056557,0.952929717827306,1663.85939929481,2639.5113070855,12989.6305940872,9763.70072061479,0.594029021263123,0.533688497543335,0.878175747394562,0.780827385137191,0.67065505089933,0.966167318466119,0.782208374876797,0.67173353568912,0.966744495397141
"77",77,77,0.754351041829828,0.708229948203543,0.959527801804516,1935.98464641318,2378.71909968746,14033.326692424,9383.28983735223,0.667890322208405,0.638736534118652,0.923726904392242,0.759166437263976,0.70928094318117,0.961820881565856,0.759641574959437,0.709469728313374,0.96195079912559
"78",78,78,0.749809515930998,0.678589348161655,0.955255848778132,1666.62680344219,2329.49667675483,12403.1603741475,8138.94698797854,0.704189695417881,0.641193747520447,0.941503621637821,0.76086028221361,0.681602105453772,0.959988888717931,0.762259532009994,0.681982705410417,0.960572260468694
"79",79,79,0.765608672633199,0.669802705131515,0.960336450164425,2041.586936497,3125.76545470723,16174.7315730538,10172.3398811106,0.726996660232544,0.630701851844788,0.951238012313843,0.780140260814355,0.676130117739405,0.967333981781853,0.780996482166435,0.676648914151158,0.96767375681606
"80",80,80,0.803046500673289,0.707993789344784,0.972311339558988,1878.39563777118,2971.07092830124,17503.8727862238,10810.2326499478,0.657463479042053,0.597311532497406,0.918079519271851,0.810873117847819,0.712991941400522,0.975341335839295,0.811665059136466,0.713405853252061,0.975677774708161
"81",81,81,0.743711395413898,0.653578561433891,0.953692939565512,1762.9196686023,2561.22788747125,12498.6549372832,8408.00371992132,0.661937928199768,0.588359010219574,0.920533311367035,0.755109314626645,0.661804248466723,0.959011887805345,0.756176479263881,0.662381386135596,0.959453256489671
"82",82,82,0.748637633036305,0.662623937149681,0.950103410109676,1805.47197704543,2661.58668193293,13945.9887224107,8594.26107956027,0.627114832401276,0.565408274531364,0.90020377933979,0.777928073809562,0.684787769345592,0.963283416590541,0.780352280006379,0.686316487667177,0.964288243423941
"83",83,83,0.648291695861314,0.583433579372414,0.900470146116536,2279.62161605267,2888.76929735466,11247.4640943603,7515.75491489084,0.601155841350555,0.556020492315292,0.883151122927666,0.713588568615197,0.618514106960183,0.941493087225706,0.716239272005957,0.620359481646495,0.942780056604625
"84",84,84,0.721465067135671,0.637549581503222,0.943337689104292,2200.19704192238,3084.52736246277,14291.7267388269,8523.58984852448,0.600473630428314,0.538350760936737,0.882680428028107,0.742162138826682,0.656015379387955,0.954166918799036,0.743504987931869,0.657109928661466,0.954771304365059
"85",85,85,0.699870276101423,0.600931380469888,0.929929231692849,2405.15293048188,3502.53644710534,14410.253072116,9258.67720971162,0.576346230506897,0.52953850030899,0.865272963047028,0.736768030321543,0.625780807132756,0.951266960391229,0.73859291585753,0.627473789722591,0.952163477449171
"86",86,86,0.738695185711543,0.643895217090833,0.952635088487707,2220.93590990812,3259.83298148143,15175.0155369891,9758.73646045082,0.656344068050384,0.573767840862274,0.917458474636078,0.746182698966545,0.652369359167998,0.95604106028489,0.74705868304922,0.653211051415221,0.956399320205576
"87",87,87,0.71700044733641,0.629568678335398,0.941426608393987,2101.12748460953,2980.59875116965,13457.3455441683,8693.92769641317,0.664654290676117,0.585744798183441,0.922000646591187,0.739444625075378,0.645690360600094,0.952668917604751,0.741063454550546,0.646755817500598,0.953394506263365
"88",88,88,0.690599330114378,0.651288441703633,0.92484954456803,2690.93043613246,3089.27524876535,14846.1509245123,9613.0139902597,0.624853546917439,0.604228350520134,0.898784098029137,0.735973718031896,0.667907115705591,0.950006228799761,0.738249087471572,0.668905622189672,0.951274071317574
"89",89,89,0.588765275401269,0.570239081412708,0.861572370224995,3157.01685366296,3392.31463778229,12576.1492014545,8623.45474359099,0.533066481351852,0.537453544139862,0.830209803581238,0.696913622696201,0.619450909131862,0.932484594693897,0.700739924826162,0.621831170751213,0.934746709796311
"90",90,90,0.730427465057121,0.631335035427661,0.946786079236025,2362.50952856085,3550.23769063786,15945.3954668903,10646.6287076841,0.578697010874748,0.539412379264832,0.867033109068871,0.750537760490263,0.644464796861704,0.957243626382555,0.751774223510536,0.6455597450021,0.957839848236478
"91",91,91,0.823315653373133,0.746837658768027,0.980020688023975,1445.62116539031,2185.42914476227,15218.5963460803,9750.87577737727,0.713458116352558,0.64883609265089,0.945589765906334,0.824720311350178,0.747540402767021,0.980491410392531,0.824872163097678,0.747608815513771,0.980571669481235
"92",92,92,0.834012282935052,0.73321514644829,0.980739320928766,1495.5287057546,2659.01388434044,17438.9654118541,11428.4462394374,0.810967290401459,0.688536158204079,0.978442333638668,0.839946840271019,0.736929595860749,0.983315907025801,0.840205020608404,0.737109984436077,0.98344065724345
"93",93,93,0.815939775925455,0.681528815563628,0.97617532057325,1324.82694212351,2646.21801516159,14204.5294557819,10270.467293466,0.728581964969635,0.623792552947998,0.951877284049988,0.819912521366468,0.684097766841391,0.977774915018134,0.820296871399626,0.684375364474634,0.977959174623602
"94",94,94,0.772924916218285,0.673334188233492,0.963009182725249,1665.16049234385,2585.96926459466,13386.8400444156,9815.38167548931,0.700196765363216,0.620526567101479,0.939687818288803,0.78331027600478,0.679577167185094,0.968004414762547,0.784010936002133,0.679957788134137,0.968323373374959
"95",95,95,0.789291945356441,0.717543975661708,0.968337221408944,1556.21682758576,2248.28858103086,14274.942597649,9506.76194019609,0.707208952307701,0.656198689341545,0.942854437232017,0.795231354489146,0.718347621153996,0.970308699713906,0.796145870094133,0.718513100380234,0.970705418227403
"96",96,96,0.751899969200561,0.679242010625197,0.950032458794405,1751.43424314632,2501.15539059098,13498.4996709235,8893.88821111342,0.707975849509239,0.641846686601639,0.94319449365139,0.781340162341618,0.691945783484565,0.96513970573069,0.783047132673179,0.692724009697829,0.965884838418565
"97",97,97,0.763125496981687,0.67201353331657,0.958494485686245,1903.3991705015,2885.47906181283,15074.6134440896,9265.28269507367,0.72413230240345,0.637783879041672,0.95007568448782,0.779498959731527,0.681584240655759,0.966566902452094,0.780257570497287,0.682204892403718,0.967023287667377
"98",98,98,0.784529028433524,0.653238068958735,0.968853657706558,1706.67614520332,3044.50417555958,14664.8966920339,9329.58000424433,0.701823443174362,0.602049773931503,0.940431535243988,0.787550961631916,0.655214286731333,0.96993081412015,0.787995001812018,0.655551057584084,0.970099075699654
"99",99,99,0.816019081876741,0.705730830260223,0.976141331249557,1642.90408219006,2876.88692682887,16925.2326583608,10267.2390305243,0.747026598453522,0.637168383598328,0.958925849199295,0.822757554234412,0.710457377561366,0.979355544366335,0.823027630080191,0.710760444663606,0.979494170417225
"100",100,100,0.748474509707391,0.636125562884236,0.953021668297448,1704.25718539809,2777.38992511205,12803.4741812053,8524.13939853263,0.697375300526619,0.597834223508835,0.938384073972702,0.768293834021174,0.65068868295843,0.962108171641863,0.769752847079963,0.651664231665911,0.962839449142425
"101",101,101,0.74012873992799,0.669237512635973,0.949390635751132,2020.33701286238,2743.13629124729,14193.1233661345,9701.50998978411,0.693199236690998,0.615727154910564,0.93642246723175,0.762067355590562,0.68308555276918,0.961746432933665,0.763067733595275,0.683717529894538,0.962181809462693
